지역명(쿼리용),지역평균고도,강수계속시간,최다강수량(1H),일강수량,최대풍속,평균기온,전일침수발생여부,침수발생여부(지도학습용)
관악,142,4,2.5,2.5,6.1,27.4,1,1
관악,142,22,47.5,118,4.8,23.1,1,1
관악,142,24,47,185,3,21.8,1,1
관악,142,0,0,0,2,24.8,1,1
관악,142,0,0,0,3,25.7,1,1
관악,142,23,2,10,2.5,21.3,1,1
관악,142,24,2,4,3,20.7,1,1
관악,142,3,6,6.5,3.6,26.6,0,1
관악,142,21,41.5,108,7.3,22.6,1,1
관악,142,0,0,0,4.7,4.4,1,1
관악,142,0,0,0,2.6,23.1,1,1
관악,142,13,49,111.5,4.8,21.6,1,1
관악,142,21,0.5,0.5,4.2,25.2,0,1
관악,142,21,35,68.5,5.5,23.6,1,1
관악,142,0,0,0,3.6,23.6,1,1
관악,142,0,0,0,3.7,25.6,1,1
관악,142,22,38.5,118,4.3,22.8,1,1
관악,142,0,0,0,4,24.6,1,1
관악,142,0,0,0,3.6,25.1,0,1
관악,142,14,6.5,15.5,6.8,23.6,1,1
관악,142,24,1.5,2,3.9,23.9,1,1
관악,142,22,34.5,97.5,5.4,24.3,1,1
관악,142,24,6,21.5,4.6,25.4,1,1
관악,142,0,0,0,4.4,26.7,1,1
관악,142,21,16.5,35,4.8,24.4,1,1
관악,142,24,22,206.5,4.6,19.1,1,1
관악,142,23,7.5,38,3.7,19.1,1,1
관악,142,24,4.5,22,3.8,19.2,1,1
관악,142,23,0.5,0.5,3.1,21.6,1,1
관악,142,6,0.5,1,3.9,21.3,1,1
관악,142,22,1,1.5,4.2,21.9,1,1
관악,142,23,13.5,15,4.7,22.2,1,1
관악,142,0,0,0,3.2,22,1,1
관악,142,0,0,0,3.5,22.1,1,1
관악,142,1,1,1,2.5,23.3,1,1
관악,142,24,3.5,11.5,3.2,21.2,1,1
관악,142,23,31.5,150.5,3.7,21.3,1,1
관악,142,24,27.5,102.5,2.9,21.9,1,1
관악,142,21,3,5.5,2.9,24.4,1,1
관악,142,24,6.5,25.5,5,25.4,0,1
관악,142,24,0.5,1.5,4.1,23.7,1,1
관악,142,0,0,0,3,23.5,1,1
관악,142,0,0,0,3,24,1,1
관악,142,0,0,0,2.9,25.9,1,1
관악,142,0,0,0,4.5,26.5,1,1
관악,142,0,0,0,3.3,27.9,1,1
관악,142,7,1.5,2,4.1,26.3,1,1
관악,142,0,0,0,3,28.5,1,1
관악,142,7,10.5,10.5,4.1,27.2,1,1
관악,142,23,25.5,47,2.9,24.9,1,1
관악,142,20,5.5,16.5,4.1,25.7,1,1
관악,142,0,0,0,3.4,26.1,1,1
관악,142,11,6,7.5,3.4,24.2,1,1
관악,142,24,2.5,9,3.9,21,1,1
관악,142,0,0,0,5.8,23.9,1,1
관악,142,22,16,34,6,22.6,1,1
관악,142,20,9,38,4.9,18.6,1,1
관악,142,19,1.5,2,2.7,20.8,1,1
관악,142,24,23,45,4.4,25.8,0,1
관악,142,14,9.5,18.5,6.6,25.9,1,1
관악,142,24,16,24.5,6,25.8,1,1
관악,142,0,0,0,3.4,23.7,1,1
관악,142,0,0,0,2.8,24.5,1,1
관악,142,23,21.5,29.5,4,25.1,1,1
관악,142,17,95.5,159.5,5.2,21.9,1,1
관악,142,0,0,0,4.5,15.9,1,1
관악,142,0,0,0,3.9,22.7,0,1
관악,142,18,6.5,14.5,3,22,1,1
관악,142,19.5,6.5,25.7,5.6,21.7,1,1
관악,142,24,1.2,17,3.7,19.2,1,1
관악,142,20,12,44.5,3.1,17.7,1,1
관악,142,24,10.7,40,5.4,18.9,1,1
관악,142,22.5,3.7,15.2,4.4,18.8,1,1
관악,142,2.5,0.7,1,3.7,23,1,1
관악,142,24,32.7,191.7,4.2,20.9,1,1
관악,142,24,11.2,27.2,3.6,23.7,1,1
관악,142,0,0,0,3,24.2,1,1
관악,142,0,0,0,2.9,23.9,1,1
관악,142,22,41,150.5,4,22.3,1,1
관악,142,8,28,67.7,4.3,25.5,1,1
관악,142,23.5,112,353.7,4.5,24.4,1,1
관악,142,22,33.7,88.5,4.4,24.8,1,1
관악,142,0,0,0,3.3,25.7,1,1
광진,29,14,8,29,3.3,24.6,0,1
광진,29,24,22,36.5,3.3,25,1,1
광진,29,1,6.5,6.5,2,27.5,1,1
광진,29,24,28.5,77.5,3.2,25.8,1,1
광진,29,24,71,214.5,2.7,25.1,1,1
광진,29,7,44.5,54.5,3.2,26.5,1,1
광진,29,19,30,72,2.5,25.3,1,1
광진,29,24,42.5,93.5,4.4,25.8,1,1
광진,29,24,57.5,332.5,2.5,23.8,1,1
광진,29,0,0,0,2.7,25.8,1,1
광진,29,14,23,39,4.4,24,1,1
광진,29,22,24.5,29,3.6,26.8,1,1
광진,29,10,1,3.5,3.5,24.9,1,1
광진,29,14,0.5,0.5,3.4,26.9,1,1
광진,29,0,0,0,2.7,1.2,1,1
광진,29,24,27.5,48,3.8,24,1,1
광진,29,24,4,7,2.3,25.9,1,1
광진,29,22,0.5,0.5,3.5,25.6,1,1
광진,29,0,0,0,2,26.1,1,1
광진,29,14,0.5,0.5,3.4,26.9,0,1
광진,29,14,0.5,0.5,3.2,26.6,1,1
광진,29,22,4,6,3.6,27.9,1,1
광진,29,0,0,0,2.6,29.8,1,1
광진,29,22,0.5,0.5,4.6,28.7,1,1
광진,29,18,22.5,76.5,2.1,24.8,1,1
광진,29,19,6.5,22,6.2,19.7,1,1
광진,29,3,1.5,2,6,19.7,1,1
광진,29,20,21.5,33.5,5.1,25.9,1,1
광진,29,24,33.5,151,4.3,23.8,1,1
광진,29,24,36.5,215.5,4.7,21.2,1,1
광진,29,24,15,59,6.5,21.7,1,1
광진,29,24,0.5,1,4.3,24.6,1,1
광진,29,19,68.5,152.5,6.4,25.8,0,1
광진,29,24,3.5,6,11.5,27.6,1,1
광진,29,21,34,143.5,7.6,22.6,1,1
광진,29,24,38,186,5.6,21.5,1,1
광진,29,0,0,0,4.3,25.7,1,1
광진,29,0,0,0,4.8,25.5,1,1
광진,29,21,2,6.5,5.7,21.9,1,1
광진,29,24,1,3.5,5.9,20.6,1,1
광진,29,0,0,0,4.2,23.6,1,1
광진,29,23,1,4.5,3.4,21.9,1,1
광진,29,12,11.5,23.5,3.7,22.2,1,1
광진,29,24,46.5,96,4.2,25.6,1,1
광진,29,18,1,2.5,4.4,27.3,1,1
광진,29,18,15,64.5,6.1,25.4,1,1
광진,29,20,60,170,5.9,23,1,1
광진,29,24,1.5,1.5,4.7,26.2,1,1
광진,29,0,0,0,3.8,25.2,1,1
광진,29,14,42.5,99.5,5.8,22.2,1,1
광진,29,24,74,263.5,5.5,22.1,0,1
광진,29,0,0,0,4.4,17.6,1,1
구로,56,15,5,19,4.6,26.6,0,1
구로,56,24,7.5,19,6,26.1,1,1
구로,56,1,2,2,2.8,29.3,1,1
구로,56,22,11,15,3.1,28.8,1,1
구로,56,23,47.5,82,4,27.5,1,1
구로,56,11,48,64,6.5,28.4,1,1
구로,56,20,61,96,5,27,1,1
구로,56,10,13,25.5,4.7,28.6,1,1
구로,56,22,45,191.5,4,26.8,1,1
구로,56,6,0.5,0.5,2.5,27.9,1,1
구로,56,15,22,61.5,4.2,26.1,1,1
구로,56,22,20,28.5,5,28.3,1,1
구로,56,11,13,17.5,4.5,26.4,1,1
구로,56,0,0,0,3.4,28.5,1,1
구로,56,0,0,0,6.3,-6.1,1,1
구로,56,24,34,47.5,5.5,26.6,1,1
구로,56,0,0,0,3.1,27.7,1,1
구로,56,0,0,0,3.2,27.1,1,1
구로,56,0,0,0,3.2,27.4,1,1
구로,56,0,0,0,4.9,27.3,0,1
구로,56,0,0,0,4.9,27.3,1,1
구로,56,20,3,3.5,4.7,28.3,1,1
구로,56,0,0,0,3.8,31.2,1,1
구로,56,0,0,0,8.2,30.5,1,1
구로,56,22,7,58.5,4.8,25.9,1,1
구로,56,24,2,7,3.9,26,1,1
구로,56,6,5.5,10.5,5.3,28.2,1,1
구로,56,22,15.5,52.5,7.1,26.7,1,1
구로,56,24,39.5,158,7.5,24.6,1,1
구로,56,24,38.5,220,5.9,22.3,1,1
구로,56,24,13.5,65,10.5,22.5,1,1
구로,56,0,0,0,7.2,25.3,1,1
구로,56,2,3,4,3.4,26.7,0,1
구로,56,24,3.5,13,5.8,24.3,1,1
구로,56,23,42.5,147.5,4,23.7,1,1
구로,56,24,23,90,5.7,23.5,1,1
구로,56,24,7.5,23,4.3,26.2,1,1
구로,56,24,23.5,53,4,27.2,1,1
구로,56,0,0,0,3,29.4,1,1
구로,56,0,0,0,4.3,31.4,1,1
구로,56,12,9,39.5,10.8,27.5,1,1
구로,56,24,1,3,11.8,25.8,1,1
구로,56,19,52,102.5,4.7,26.3,0,1
구로,56,13,9,11,7.4,27.4,1,1
구로,56,24,30.5,148,5,23.4,1,1
구로,56,24,59.5,226,4.6,22.4,1,1
구로,56,20,0.5,0.5,2.5,25.5,1,1
구로,56,9,12.5,17.5,4.7,26.5,1,1
구로,56,22,4.5,14,4.3,22.4,1,1
구로,56,24,1,2.5,4.9,21.5,1,1
구로,56,24,46.5,169.5,4.6,23.2,0,1
구로,56,0,0,0,3.3,22.3,1,1
구로,56,3,41.5,43,3.3,24.5,1,1
구로,56,0,0,0,4.9,27,1,1
구로,56,0,0,0,4.9,23.8,1,1
구로,56,24,2,7,4,21.8,1,1
구로,56,12,12,42.5,4.6,22.3,1,1
구로,56,24,43,98,3.4,24.8,1,1
구로,56,18,3.5,4.5,3.2,26.4,1,1
구로,56,19,21,71,4.6,24.3,1,1
구로,56,24,63.5,163,4.7,22.8,1,1
구로,56,24,1.5,2,3.3,24.7,1,1
구로,56,0,0,0,3.1,23.7,1,1
구로,56,14,34,76.5,5.6,21.6,1,1
구로,56,4,1,1,5,26.5,0,1
구로,56,12,6,10.5,9.3,24.5,1,1
구로,56,0,0,0,4.5,25.6,1,1
구로,56,23,30.5,138.5,7.7,24.2,1,1
구로,56,24,11,11,6,25.7,1,1
구로,56,0,0,0,5.6,27.9,1,1
구로,56,23,23.5,48,7.5,24.7,1,1
구로,56,24,26,210.5,6,19.5,1,1
구로,56,23,8.5,43,3.6,19.7,1,1
구로,56,24,5,25.5,5,19.8,1,1
구로,56,16,0.5,0.5,5.1,22.2,1,1
구로,56,5,2,3.5,6.1,22.1,1,1
구로,56,22,1,1.5,3.9,23.2,1,1
구로,56,24,14,21,4.6,23.4,1,1
구로,56,0,0,0,2.6,23.6,1,1
구로,56,0,0,0,3.4,23.7,1,1
구로,56,0,0,0,2.6,24.9,1,1
구로,56,24,1.5,5.5,5.2,22.5,1,1
구로,56,23,37,171,5.3,21.5,1,1
구로,56,24,58,124,3.4,22.3,1,1
구로,56,22,1,2,3.5,24.8,1,1
구로,56,2,1,1.5,3.3,24.5,0,1
구로,56,23,28,105,8.5,21,1,1
구로,56,20,8.5,11.5,4.7,22.9,1,1
구로,56,24,29,134.5,10.6,23.3,1,1
구로,56,0,0,0,5,23.2,1,1
구로,56,0,0,0,4.7,26.7,1,1
구로,56,24,47.5,75.5,6.2,26.5,0,1
구로,56,14,7,7.5,7.3,26.7,1,1
구로,56,23,10,13.5,9.6,26.6,1,1
구로,56,0,0,0,3.3,24.9,1,1
구로,56,0,0,0,2.5,26.7,1,1
구로,56,22,2,3.5,4.3,27.3,1,1
구로,56,18,78,229.5,6.9,21.8,1,1
구로,56,8,0.5,0.5,4.7,16.8,1,1
구로,56,3,12,12,4.8,25.3,0,1
구로,56,24,80,249.8,5.9,25.2,1,1
구로,56,5,13,21,5.9,22.3,1,1
구로,56,24,3,4,6,25.9,1,1
구로,56,23,54.5,64.5,6.3,26,0,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
구로,56,0,,,,,,1
금천,45,15,3.5,16.5,8.4,25.5,0,1
금천,45,24,9.5,19.5,10.2,24.7,1,1
금천,45,14,8,10.5,3.7,27,1,1
금천,45,24,13,25.5,6.2,26.5,1,1
금천,45,24,31.5,77.5,6.1,25.7,1,1
금천,45,6,14,20.5,8,26.9,1,1
금천,45,19,28.5,55.5,7.4,25.6,1,1
금천,45,23,11,15.5,6.7,26.3,1,1
금천,45,23,57,254.5,6.4,25.1,1,1
금천,45,0,0,0,3.6,26.1,1,1
금천,45,15,39.5,75,5.2,24.8,1,1
금천,45,22,26,40,8.2,26.5,1,1
금천,45,16,5,8.5,7.1,25.2,1,1
금천,45,0,0,0,4.3,26.5,1,1
금천,45,0,0,0,,,1,1
금천,45,24,18.5,31.5,11,24.9,1,1
금천,45,0,0,0,3.1,25.9,1,1
금천,45,0,0,0,4.3,25.7,1,1
금천,45,0,0,0,4.5,25.9,1,1
금천,45,21,38,123.5,6.7,26,0,1
금천,45,4,2,2,8.7,27.4,1,1
금천,45,20,32,92.5,7,23.4,1,1
금천,45,24,50.5,216.5,6.3,22.3,1,1
금천,45,0,0,0,3.6,25.3,1,1
금천,45,0,0,0,4.3,25.9,1,1
금천,45,20,3,10,4,22.3,1,1
금천,45,24,1,2.5,4.9,21.3,1,1
금천,45,19,13,59.5,6.6,23.9,0,1
금천,45,21,41.5,108,7.3,22.6,1,1
금천,45,24,1.5,2.5,3.8,24.3,1,1
금천,45,0,0,0,3.3,23.5,1,1
금천,45,14,55.5,108,6.2,21.3,1,1
금천,45,14,46.5,98,4.1,24.3,0,1
금천,45,13,9.5,13.5,8.6,24.5,1,1
금천,45,17,98,194,5.6,22.4,1,1
금천,45,11,0.5,0.5,3.8,17.6,1,1
금천,45,0,0,0,4.1,24.1,0,1
금천,45,18,11.5,19.5,4.2,23.2,1,1
금천,45,19,6,25,8.2,22.2,1,1
금천,45,24,2.5,14,5.3,19.9,1,1
금천,45,22,10.5,46,6.3,18.6,1,1
금천,45,24,11.5,41,9.3,19.9,1,1
금천,45,22,3,11.5,7.5,19.6,1,1
금천,45,3,1,1.5,2.8,24.2,1,1
금천,45,24,32,189,5.5,21.5,1,1
금천,45,24,4,16,4.9,24.9,1,1
금천,45,0,0,0,3.3,25.6,1,1
금천,45,0,0,0,2.5,25.3,1,1
금천,45,22,24,79.5,4.1,22.7,1,1
금천,45,9,24.5,73.5,5.6,26.8,0,1
금천,45,24,66,249,5.7,25.3,1,1
금천,45,22,50,88,5.9,25.8,1,1
금천,45,24,16,17.5,3.9,26.7,1,1
노원,25,14,8,31.5,4.5,23.8,0,1
노원,25,24,19.5,31.5,5.1,24.2,1,1
노원,25,1,0.5,0.5,2.9,26.4,1,1
노원,25,24,22.5,62,4.7,25.2,1,1
노원,25,24,48,153.5,3.7,24.8,1,1
노원,25,12,36,53,5.7,25.5,1,1
노원,25,18,50.5,121,3.9,24.4,1,1
노원,25,24,32.5,82,7.6,25,1,1
노원,25,23,61,304,4.3,23,1,1
노원,25,16,0.5,1,3.2,24.9,1,1
노원,25,14,28.5,79,8.2,23,1,1
노원,25,22,14,32.5,4.4,25.9,1,1
노원,25,11,9.5,13.5,4.5,24,1,1
노원,25,0,0,0,3.7,25.6,1,1
노원,25,0,0,0,2.6,0,1,1
노원,25,24,20.5,53,4.7,23.4,1,1
노원,25,0,0,0,3.7,25.1,1,1
노원,25,0,0,0,4,24.3,1,1
노원,25,6,3.5,4,3.3,24.5,1,1
노원,25,0,0,0,4.1,25.8,0,1
노원,25,22,0.5,1,4,25.3,1,1
노원,25,23,17,24,3.9,25.8,1,1
노원,25,0,0,0,2.3,28.1,1,1
노원,25,0,0,0,3,27,1,1
노원,25,21,16.5,72.5,3,24,1,1
노원,25,24,3.5,14,3.5,24.2,1,1
노원,25,5,5.5,7,4.2,26.6,1,1
노원,25,19,10.5,47,6.6,24.6,1,1
노원,25,24,31.5,175.5,5.7,22.9,1,1
노원,25,20,33,151.5,5.8,23,1,1
노원,25,24,13.5,56.5,12.3,20.6,1,1
노원,25,24,0.5,0.5,6.8,23.3,1,1
노원,25,2,1.5,2,3.7,23.6,0,1
노원,25,24,2,9.5,8,22.3,1,1
노원,25,24,22.5,117.5,2.5,21.4,1,1
노원,25,20,25.5,96,4.9,21.7,1,1
노원,25,24,14.5,43.5,5.3,24.2,1,1
노원,25,23,47,59.5,3,24.2,1,1
노원,25,21,0.5,0.5,2,26.5,1,1
노원,25,0,0,0,2,27.3,1,1
노원,25,12,5.5,29,11,24.4,1,1
노원,25,24,2.5,7,12,23.9,1,1
노원,25,18,19.5,55.5,5,25.7,0,1
노원,25,18,21,41.5,8.8,27.3,1,1
노원,25,13,25,87,5.4,21.8,1,1
노원,25,24,30,134.5,3.7,21.4,1,1
노원,25,0,0,0,2.5,25.5,1,1
노원,25,0,0,0,4,25.4,1,1
노원,25,22,2,6.5,3.9,21.5,1,1
노원,25,24,1.5,5,4.5,20.5,1,1
노원,25,20,15,66,5.2,25.2,0,1
노원,25,22,51.5,159,4.2,22.7,1,1
노원,25,0,0,0,4,25.2,1,1
노원,25,0,0,0,3.3,24,1,1
노원,25,14,16.5,78,4.6,21.5,1,1
노원,25,14,0.5,0.5,4.1,26.1,0,1
노원,25,24,37,84,5.1,23.5,1,1
노원,25,9,0.5,0.5,3.7,24.4,1,1
노원,25,8,0.5,1,3.9,25.4,0,1
노원,25,13,6,11,6.2,24,1,1
노원,25,0,0,0,4.1,25.4,1,1
노원,25,23,35.5,211,5.1,24.2,1,1
노원,25,24,10.5,30.5,4.3,26.2,1,1
노원,25,0,0,0,4,27.5,1,1
노원,25,22,16.5,40.5,6.9,24.5,1,1
노원,25,24,54.5,248.5,3.2,19.2,1,1
노원,25,24,7.5,45.5,2,19.7,1,1
노원,25,24,6.5,36,2.2,19.7,1,1
노원,25,24,1,1,3.2,22.7,1,1
노원,25,2,0.5,0.5,3.1,22.1,1,1
노원,25,22,1,2,4.1,22.6,1,1
노원,25,23,2,4.5,4.2,24.4,1,1
노원,25,0,0,0,2.5,24.2,1,1
노원,25,0,0,0,4.2,24,1,1
노원,25,0,0,0,2,24.9,1,1
노원,25,24,1,4.5,2.5,22.3,1,1
노원,25,22,26,177,3.9,21.3,1,1
노원,25,24,20.5,51,2.2,22.4,1,1
노원,25,24,8.5,14,3,25.2,1,1
노원,25,8,62,187,6.2,25,0,1
노원,25,24,43,275.5,5.8,23.7,1,1
노원,25,20,49,113.5,5.6,25,1,1
노원,25,0,0,0,3.7,26.6,1,1
노원,25,12,27.5,104,4.3,23.8,0,1
노원,25,24,2.5,5.5,2.1,23.3,1,1
노원,25,0,0,0,2.6,22.3,1,1
노원,25,12,11.5,36,3.9,20.9,1,1
노원,25,24,39,115,3.3,21.8,1,1
노원,25,0,0,0,2.3,22.3,1,1
노원,25,0,0,0,1.9,22.9,1,1
도봉,57,14,10.5,47,4,24.7,0,1
도봉,57,24,18,39,5.1,25.1,1,1
도봉,57,2,7,7,2.5,27.2,1,1
도봉,57,24,7,15,4.3,26.1,1,1
도봉,57,24,27,92.5,2.7,25.3,1,1
도봉,57,8,26,68,5.5,26.4,1,1
도봉,57,24,69,215.5,5.4,25.1,1,1
도봉,57,24,38,62,6.8,26.2,1,1
도봉,57,18,66,342.5,3.8,24.2,1,1
도봉,57,0,0,0,3.3,0,1,1
도봉,57,13,30.5,45.5,2.6,23.9,1,1
도봉,57,22,11,20,5.8,26.7,1,1
도봉,57,10,9.5,13,4.4,24.8,1,1
도봉,57,0,0,0,2.4,26.5,1,1
도봉,57,0,0,0,3.3,0,1,1
도봉,57,24,49.5,93,2.9,24.2,1,1
도봉,57,0,0,0,3.1,26,1,1
도봉,57,16,4,4,2,24.9,1,1
도봉,57,0,0,0,2.7,25.1,1,1
도봉,57,21,1,1.5,3.2,25.9,0,1
도봉,57,0,0,0,3.3,25.9,1,1
도봉,57,19,28,29.5,3.8,26.5,1,1
도봉,57,0,0,0,3,29.3,1,1
도봉,57,0,0,0,3.7,28.5,1,1
도봉,57,21,9.5,55,2.2,24.7,1,1
도봉,57,24,3.5,6,3.4,24.6,1,1
도봉,57,5,17,18.5,4.6,26.7,1,1
도봉,57,21,21,87.5,5.8,25.4,1,1
도봉,57,24,33,217,4.1,22.8,1,1
도봉,57,24,46.5,286.5,6.6,20.5,1,1
도봉,57,24,12.5,61.5,9.1,21,1,1
도봉,57,23,1.5,1.5,6.7,23.8,1,1
도봉,57,18,37,72.5,6.3,25.5,0,1
도봉,57,20,22.5,72,6.9,26.7,1,1
도봉,57,24,37.5,135.5,5.6,22.4,1,1
도봉,57,24,35.5,116.5,2.5,21.4,1,1
도봉,57,20,0.5,0.5,2.5,25.3,1,1
도봉,57,0,0,0,3.2,25.7,1,1
도봉,57,23,2.5,8.5,3.2,21.1,1,1
도봉,57,24,1.5,5,2.8,20.7,1,1
도봉,57,20,11,76.5,4.9,25,0,1
도봉,57,24,39,183.5,5.7,22.4,1,1
도봉,57,24,1,2,3.6,25,1,1
도봉,57,0,0,0,2.3,23.8,1,1
도봉,57,14,21.5,78,2.8,21.7,1,1
도봉,57,2,72.5,72.5,4.9,21,0,1
도봉,57,12,40.5,125.5,4.1,23.5,1,1
도봉,57,23,36,84,4,22.4,1,1
도봉,57,24,13.5,24.5,2.4,25.9,1,1
도봉,57,15,11.5,19.5,3.9,24.4,0,1
도봉,57,20,19,60,5.2,23.5,1,1
도봉,57,24,25,132.5,2.2,23.6,1,1
도봉,57,24,24,52,5.5,24.2,1,1
도봉,57,24,5,20.5,3.7,25.7,1,1
도봉,57,12,31.5,135.5,4.1,23.6,1,1
도봉,57,23,0.5,1.5,3.6,23.2,0,1
도봉,57,0,0,0,2.7,22.5,1,1
도봉,57,11,15.5,39.5,2.8,21.2,1,1
도봉,57,24,35.5,155,2.8,20.9,1,1
도봉,57,0,0,0,3.7,22,1,1
도봉,57,0,0,0,2.5,23.1,1,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
도봉,57,0,,,,,0,1
동대문,54,14,7.5,32.5,4.2,25.7,0,1
동대문,54,24,19.5,31,3.5,25.6,1,1
동대문,54,2,3.5,6.5,3,28.3,1,1
동대문,54,24,36,95,4.2,26.9,1,1
동대문,54,24,85.5,287,3.4,26.2,1,1
동대문,54,10,62.5,86,5.6,27.7,1,1
동대문,54,15,21,30,5.5,26.5,1,1
동대문,54,24,42,101,5.7,26.8,1,1
동대문,54,23,70,365,5.6,24.3,1,1
동대문,54,2,0.5,0.5,3.6,26.6,1,1
동대문,54,14,49,97.5,5,24.7,1,1
동대문,54,22,19.5,30.5,3.2,27.4,1,1
동대문,54,11,10,14,4,25.9,1,1
동대문,54,23,0.5,0.5,4.2,27.5,1,1
동대문,54,0,0,0,4.6,1.6,1,1
동대문,54,24,30,58.5,3.8,24.7,1,1
동대문,54,5,23.5,36,3.2,26.6,1,1
동대문,54,13,0.5,0.5,3.2,26.2,1,1
동대문,54,0,0,0,2.6,26.5,1,1
동대문,54,0,0,0,4.7,26.9,0,1
동대문,54,0,0,0,3.8,26.7,1,1
동대문,54,20,11,18,3.1,28,1,1
동대문,54,0,0,0,4,30,1,1
동대문,54,0,0,0,7.3,29.1,1,1
동대문,54,21,16,70,3.9,25.1,1,1
동대문,54,24,4.5,12.5,2.3,25.6,1,1
동대문,54,1,0.5,0.5,5.5,12.3,1,1
동대문,54,10,10.5,34,5.6,17.8,1,1
동대문,54,24,38,175.5,6.6,23.7,1,1
동대문,54,24,48.5,281.5,9.2,21,1,1
동대문,54,24,14,62.5,10.4,21.6,1,1
동대문,54,0,0,0,7.1,24.9,1,1
동대문,54,18,32.5,77.5,6.8,26.4,0,1
동대문,54,15,15,27,9.9,27.8,1,1
동대문,54,19,33,129.5,6.6,23,1,1
동대문,54,24,36,165.5,4,21.8,1,1
동대문,54,0,0,0,4.2,26.4,1,1
동대문,54,0,0,0,5.4,26.3,1,1
동대문,54,21,2,6,4.3,22.3,1,1
동대문,54,24,0.5,3.5,5.3,20.8,1,1
동대문,54,0,0,0,3.6,23.8,0,1
동대문,54,23,1,3.5,3.4,22.3,1,1
동대문,54,11,13.5,34,3.3,22.4,1,1
동대문,54,24,69.5,147.5,3.8,25.7,1,1
동대문,54,17,6,7,4.2,27.6,1,1
동대문,54,18,14.5,63.5,6,25.6,1,1
동대문,54,24,62.5,163.5,5.5,23,1,1
동대문,54,24,3,3.5,3.7,26.3,1,1
동대문,54,0,0,0,3.7,25.3,1,1
동대문,54,14,22.5,86,4.8,22.2,1,1
동대문,54,18,65.5,229.5,6.1,21.7,0,1
동대문,54,0,0,0,4.1,17.4,1,1
동대문,54,8,69,193.5,7.6,25.1,0,1
동대문,54,24,51,288,4.9,21.8,1,1
동대문,54,0,0,0,6.8,7.9,1,1
동대문,54,24,2.5,5.5,3.9,26.5,1,1
동대문,54,15,11,20,3.9,24.8,0,1
동대문,54,20,33.5,72,5.7,23.7,1,1
동대문,54,24,37,150,3.8,24,1,1
동대문,54,20,18.5,31,6.9,24.2,1,1
동대문,54,23,4,13.5,4.8,26.2,1,1
동작,29,15,5.5,19,3.6,24.6,0,1
동작,29,12,1.5,2,4.3,6.2,1,1
동작,29,0,0,0,2.5,1.4,1,1
동작,29,12,6,9,2.7,21,1,1
동작,29,24,49,112,3.1,25.4,1,1
동작,29,13,39.5,50,5.6,26.8,1,1
동작,29,19,26,62.5,4.6,25.3,1,1
동작,29,24,17.5,23.5,3.9,26.1,1,1
동작,29,23,53.5,268,3.4,24.7,1,1
동작,29,4,10.5,10.5,3,25.4,1,1
동작,29,15,42.5,67,4.6,24.1,1,1
동작,29,22,24,30.5,4.7,26.5,1,1
동작,29,1,2,2,4.7,7.2,1,1
동작,29,0,0,0,2.5,1.4,1,1
동작,29,0,0,0,2.5,1.4,1,1
동작,29,24,20,36.5,7,24.6,1,1
동작,29,0,0,0,2.6,26.1,1,1
동작,29,0,0,0,3.2,25.7,1,1
동작,29,0,0,0,2.9,25.5,1,1
동작,29,0,0,0,4.5,25.8,0,1
동작,29,0,0,0,4.1,25.8,1,1
동작,29,20,7,10,5.1,26.7,1,1
동작,29,0,0,0,3.4,29.1,1,1
동작,29,0,0,0,5.7,28.3,1,1
동작,29,22,8,50.5,3.5,24.1,1,1
동작,29,24,4,13.5,2.5,24.5,1,1
동작,29,6,2,5,4.6,26.6,1,1
동작,29,20,22.5,48,7.2,25.1,1,1
동작,29,24,31,132.5,7.7,23.8,1,1
동작,29,24,39,231.5,4.2,21.1,1,1
동작,29,24,16,63.5,10.5,21.1,1,1
동작,29,0,0,0,5.9,23.9,1,1
동작,29,20,56,147,4.8,25.8,0,1
동작,29,13,1.5,3,6.4,27.1,1,1
동작,29,21,34,68,5.4,24.5,1,1
동작,29,13,7.5,11,2.3,23.9,1,1
동작,29,0,0,0,2,25.4,1,1
동작,29,0,0,0,3.5,26,1,1
동작,29,22,5.5,14.5,3.2,21.7,1,1
동작,29,24,1,3.5,3.5,20.9,1,1
동작,29,0,0,0,2.1,22.9,0,1
동작,29,23,1.5,7,2.5,21.1,1,1
동작,29,12,10,29,3.3,21.8,1,1
동작,29,24,53.5,113.5,2.1,24.6,1,1
동작,29,18,2.5,3.5,2.1,26.1,1,1
동작,29,19,13.5,71,4.6,24,1,1
동작,29,24,23.5,66,3.4,22.3,1,1
동작,29,0,0,0,2.5,1.4,1,1
동작,29,0,0,0,2,23.5,1,1
동작,29,14,43.5,96,4.2,21.1,1,1
동작,29,6,1,1,3.1,26.3,0,1
동작,29,14,6,13.5,4.7,24.1,1,1
동작,29,1,0.5,0.5,3.2,25.1,1,1
