지역명(쿼리용),지역평균고도,강수계속시간,최다강수량(1H),일강수량,최대풍속,평균기온,전일침수발생여부,침수발생여부(지도학습용)
동작,29,22,43.5,137,3.6,24.4,1,1
동작,29,24,11,15.5,2.8,26,1,1
동작,29,0,0,0,3.5,28.1,1,1
동작,29,24,33.5,57.5,3.6,24.7,1,1
동작,29,24,23.5,209.5,3.1,19.5,1,1
동작,29,23,7.5,39.5,2.2,19.8,1,1
동작,29,24,5.5,26.5,2.5,19.4,1,1
동작,29,0,0,0,2.8,22,1,1
동작,29,5,1,2,2.9,21.7,1,1
동작,29,23,1.5,2.5,2.8,22.6,1,1
동작,29,23,13,20,3.1,23.3,1,1
동작,29,0,0,0,1.9,23.6,1,1
동작,29,0,0,0,2.5,23.8,1,1
동작,29,1,0.5,0.5,1.4,25.2,1,1
동작,29,24,2,7,2.8,22.3,1,1
동작,29,23,37.5,185,2.8,21.6,1,1
동작,29,24,43,110,2.1,22.3,1,1
동작,29,23,1.5,2.5,2.3,24.8,1,1
동작,29,17,81.5,251.5,4.9,24.6,0,1
동작,29,0,0,0,3.1,17.3,1,1
동작,29,0,0,0,3.3,24.4,0,1
동작,29,18,13.5,21,3.2,23.1,1,1
동작,29,23,8,40.5,6.2,22,1,1
동작,29,24,2.5,14.5,4.2,19.8,1,1
동작,29,22,12.5,47.5,4.2,18.1,1,1
동작,29,24,12,40,6.5,19.1,1,1
동작,29,22,3,11,6.2,19.4,1,1
동작,29,3,1,1.5,2.9,24.1,1,1
동작,29,24,38,203.5,3.5,21.1,1,1
동작,29,24,9,15.5,4.4,24.5,1,1
동작,29,0,0,0,2.6,25.7,1,1
동작,29,0,0,0,2.4,25.1,1,1
동작,29,22,42.5,140,5.2,22.6,1,1
동작,29,9,35.5,105,4.3,26.2,1,1
동작,29,24,57.5,266.5,4.9,24.4,1,1
동작,29,21,39.5,90,5.2,25.2,1,1
동작,29,24,18.5,19.5,3.7,26.5,1,1
동작,29,21,15.5,38.5,3.3,23.3,1,1
동작,29,24,49,130,4.5,21.1,0,1
동작,29,22,33.5,43.5,3.7,26.2,1,1
마포,101,15,7,25,5.4,26.2,0,1
마포,101,24,10.5,15,5.3,26.1,1,1
마포,101,2,14,16,2.6,28.7,1,1
마포,101,24,30,57,3.8,27.7,1,1
마포,101,24,78,240,6,26.6,1,1
마포,101,7,55.5,72.5,6.1,28.2,1,1
마포,101,19,54,112.5,4.4,26.5,1,1
마포,101,24,34.5,37,6.6,27.3,1,1
마포,101,23,59.5,327.5,5.7,25.4,1,1
마포,101,4,1,1,4.4,27.3,1,1
마포,101,14,39,75.5,5,25.5,1,1
마포,101,22,17.5,31.5,4.5,27.8,1,1
마포,101,11,8.5,12,3.5,26.2,1,1
마포,101,0,0,0,3.9,28.1,1,1
마포,101,0,0,0,4,2.8,1,1
마포,101,24,35.5,60.5,7.1,25.4,1,1
마포,101,0,0,0,3.5,27.7,1,1
마포,101,21,2,2.5,3.5,26.9,1,1
마포,101,8,1,1,3.2,27,1,1
마포,101,0,0,0,4.7,26.8,0,1
마포,101,0,0,0,5,26.7,1,1
마포,101,20,10.5,11,3.8,27.5,1,1
마포,101,0,0,0,3.9,30.5,1,1
마포,101,12,0.5,0.5,8.9,29.5,1,1
마포,101,21,8.5,52.5,5.7,25.3,1,1
마포,101,24,3,10.5,3.4,25.4,1,1
마포,101,5,4.5,8,4.7,27.6,1,1
마포,101,21,12,40,6.5,25.9,1,1
마포,101,24,36,161.5,5.1,23.9,1,1
마포,101,24,43,274.5,6.6,21.3,1,1
마포,101,24,16,69.5,9.6,21.7,1,1
마포,101,0,0,0,6.3,24.7,1,1
마포,101,19,84.5,157.5,7.2,26.3,0,1
마포,101,18,5,14.5,10.5,27.2,1,1
마포,101,24,34,128.5,6.4,23.2,1,1
마포,101,24,58,169.5,4.7,22.1,1,1
마포,101,0,0,0,3.5,25.2,1,1
마포,101,0,0,0,5.2,26.7,1,1
마포,101,11,2.5,7.5,4.9,22.6,1,1
마포,101,23,0.5,1,4.9,21.3,1,1
마포,101,24,44.5,178,4.8,23.9,0,1
마포,101,0,0,0,2.5,22.9,1,1
마포,101,3,4.5,7.5,2.4,25.2,1,1
마포,101,24,18.5,33.5,3.8,27.3,1,1
마포,101,18,16,75,5.1,25.2,1,1
마포,101,24,69,186,6.5,23.4,1,1
마포,101,24,1.5,3,3.5,25.1,1,1
마포,101,0,0,0,3.3,25,1,1
마포,101,13,15.5,67,6,22.5,1,1
마포,101,6,1.5,2,4,27.3,0,1
마포,101,12,4.5,9,10.9,25.5,1,1
마포,101,0,0,0,4.2,25.7,1,1
마포,101,22,38,172,8.1,24.8,1,1
마포,101,24,8,16,6,26,1,1
마포,101,0,0,0,6,28.3,1,1
마포,101,13,41,59.5,8.2,25.1,1,1
마포,101,24,33,228.5,4.7,20,1,1
마포,101,23,8.5,37.5,3.5,20.5,1,1
마포,101,24,7,24.5,4.8,20.7,1,1
마포,101,0,0,0,4.9,23.1,1,1
마포,101,4,0.5,1,4.7,23,1,1
마포,101,24,1,2,4.5,23.4,1,1
마포,101,24,7.5,15,4.3,24.2,1,1
마포,101,0,0,0,3.2,24.4,1,1
마포,101,0,0,0,3.1,24.4,1,1
마포,101,0,0,0,3,25.5,1,1
마포,101,24,1.5,3.5,3.8,23.5,1,1
마포,101,22,36,180,4.6,22,1,1
마포,101,24,43.5,86.5,3.4,23,1,1
마포,101,22,14,16.5,2.7,25.5,1,1
마포,101,2,0.5,0.5,3.3,25.4,0,1
마포,101,23,26.5,112,6.9,21.1,1,1
마포,101,18,4,5,4.7,23.2,1,1
마포,101,24,32,138,9.3,23.5,1,1
마포,101,0,0,0,5.6,23.1,1,1
마포,101,0,0,0,4,26.8,1,1
마포,101,14,25,121,5.8,24.4,1,1
마포,101,24,21,89,5.2,24,1,1
마포,101,18,85,280.5,9.1,21.9,0,1
마포,101,0,0,0,3.5,17.3,1,1
마포,101,9,56.5,140,7.3,26.3,0,1
마포,101,24,66,309,4.9,24.4,1,1
마포,101,22,38,123,7.1,25,1,1
마포,101,24,2.5,6,4.1,26.3,1,1
마포,101,22,72.5,80,5.3,25.7,0,1
서대문,103,14,7,28,4.2,24.3,0,1
서대문,103,24,13,20,6,24.7,1,1
서대문,103,2,7.5,9,2.5,26.6,1,1
서대문,103,24,16,34,3.8,26.2,1,1
서대문,103,24,54,175.5,5.1,25.3,1,1
서대문,103,7,47,74.5,5.6,26.5,1,1
서대문,103,23,62,129.5,6.9,25.2,1,1
서대문,103,24,29.5,36.5,4.5,25.9,1,1
서대문,103,23,58,319,5.6,24.5,1,1
서대문,103,0,0,0,4.5,26,1,1
서대문,103,23,22,57.5,6.4,24.1,1,1
서대문,103,22,16.5,29,4.4,26.4,1,1
서대문,103,10,9.5,12,4.1,24.7,1,1
서대문,103,11,0.5,0.5,2.7,26.6,1,1
서대문,103,0,0,0,,,1,1
서대문,103,24,44,72,4.7,23.9,1,1
서대문,103,3,0.5,0.5,2.9,26.1,1,1
서대문,103,17,0.5,1,2.2,24.6,1,1
서대문,103,3,0.5,0.5,2.5,24.9,1,1
서대문,103,0,0,0,3,25.4,0,1
서대문,103,0,0,0,3.8,25.4,1,1
서대문,103,14,0.5,0.5,3.6,25.8,1,1
서대문,103,0,0,0,3.6,28.6,1,1
서대문,103,12,0.5,0.5,4.4,27.5,1,1
서대문,103,21,8,50.5,3.7,24.1,1,1
서대문,103,24,2.5,10.5,3.6,24.4,1,1
서대문,103,8,7,11,4.5,26.4,1,1
서대문,103,21,14.5,55,7.2,24.5,1,1
서대문,103,24,32.5,163.5,7.2,22.8,1,1
서대문,103,24,42.5,263,6.5,20.6,1,1
서대문,103,24,15,69,10.5,20.6,1,1
서대문,103,0,0,0,6.2,23.4,1,1
서대문,103,18,37,106,4.5,25.1,0,1
서대문,103,18,6.5,22,6.4,25.9,1,1
서대문,103,18,15.5,65,,,1,1
서대문,103,24,62,171.5,6.5,20.9,1,1
서대문,103,20,0.5,0.5,3,25.4,1,1
서대문,103,0,0,0,3,25.1,1,1
서대문,103,22,2.5,9,3.2,20.8,1,1
서대문,103,23,1,2.5,3.5,20,1,1
서대문,103,24,30,162.5,3.9,22.9,0,1
서대문,103,24,7.5,10.5,2.3,22,1,1
서대문,103,3,4.5,7.5,3.6,24,1,1
서대문,103,24,11.5,15,4.1,25.9,1,1
서대문,103,0,0,0,2.9,22,1,1
서대문,103,23,1,4,2.6,20.8,1,1
서대문,103,11,8,28,4.8,21.5,1,1
서대문,103,24,54,128.5,3.2,24.3,1,1
서대문,103,18,6,9.5,1.9,26,1,1
서대문,103,20,15,69.5,3.6,24.1,1,1
서대문,103,24,65.5,171,5.7,22.4,1,1
서대문,103,24,2,4,2.6,24.2,1,1
서대문,103,0,0,0,2.5,23.4,1,1
서대문,103,14,15,70,5.6,21,1,1
서대문,103,24,3,8,3.4,22.5,0,1
서대문,103,6,4.5,8.5,2.9,23.6,1,1
서대문,103,24,9.5,56.5,5.1,20.7,1,1
서대문,103,24,5.5,12,3.9,22.7,1,1
서대문,103,21,21,33.5,4,22.8,1,1
서대문,103,20,7.5,29.5,3.6,21.1,1,1
서대문,103,24,1.5,4.5,2.1,20.6,1,1
서대문,103,0,0,0,2.2,21.5,1,1
서대문,103,0,0,0,2.7,22.8,1,1
서대문,103,6,7,10,3.5,22.6,1,1
서대문,103,24,14.5,59.5,4.8,22,1,1
서대문,103,24,13,27,4.1,20.3,1,1
서대문,103,8,4.5,5,2.5,22.7,1,1
서대문,103,24,14,37,3,22.2,1,1
서대문,103,24,23.5,91.5,3.2,22.6,1,1
서대문,103,24,14.5,34,3.3,21.8,1,1
서대문,103,0,0,0,4.2,26.2,0,1
서대문,103,24,51.5,113.5,3.8,22.6,1,1
서대문,103,0,0,0,2.3,25.2,1,1
서대문,103,6,2.5,3,3.7,25.7,0,1
서대문,103,14,7.5,16,5.5,24.1,1,1
서대문,103,0,0,0,3.3,24.9,1,1
서대문,103,22,39.5,187,5,24.2,1,1
서대문,103,24,8,18,2.4,25.5,1,1
서대문,103,18,0.5,0.5,2.4,27.4,1,1
서대문,103,12,38,62.5,3.9,24.5,1,1
서대문,103,24,45.5,225,4,19.2,1,1
서대문,103,24,7.5,39.5,2.9,19.6,1,1
서대문,103,24,6,28,3.3,19.5,1,1
서대문,103,24,0.5,1,3.1,22.2,1,1
서대문,103,4,1.5,3,3.5,21.8,1,1
서대문,103,24,1,2.5,2.2,22.5,1,1
서대문,103,24,4,8,2.3,23.4,1,1
서대문,103,0,0,0,2.3,23.4,1,1
서대문,103,0,0,0,2.1,23,1,1
서대문,103,0,0,0,1.6,24.3,1,1
서대문,103,24,1.5,4,,22.2,1,1
서대문,103,22,33.5,161,,21.5,1,1
서대문,103,24,31.5,65,2.6,22.3,1,1
서대문,103,0,0,0,,,1,1
서대문,103,20,29.5,49,4.9,24.3,0,1
서대문,103,0,0,0,3,24.9,1,1
서대문,103,0,0,0,3.3,25.9,1,1
서대문,103,17,12.5,28.5,3.5,23.8,1,1
서대문,103,18,15.5,40,4.6,25.4,1,1
서대문,103,17,13.5,29.5,6.8,25.9,1,1
서대문,103,22,0.5,1.5,4.5,27.9,1,1
서대문,103,0,0,0,3.3,28.6,1,1
서대문,103,15,2.5,8,5.9,26.1,1,1
서대문,103,19,0.5,1,4.1,27.7,1,1
서대문,103,21,10,28.5,4.6,25.7,1,1
서대문,103,6,4,4,3.4,26.5,1,1
서대문,103,24,41,190.5,4.7,20.8,0,1
서대문,103,2,1,1,2.1,23.7,1,1
서대문,103,24,25.5,115.5,5.8,20.4,1,1
서대문,103,21,3,6.5,4.2,22.4,1,1
서대문,103,24,33.5,140.5,6,23,1,1
서대문,103,0,0,0,3.2,22.7,1,1
서대문,103,0,0,0,2.7,25.9,1,1
서대문,103,13,9,58,3.8,24,0,1
서대문,103,24,20,81,4.6,23.7,1,1
서대문,103,24,1,2,5.1,26.3,1,1
서대문,103,0,0,0,2.7,28.1,1,1
서대문,103,14,10,21.5,3.9,26.4,1,1
서대문,103,24,0.5,0.5,2.6,28,1,1
서대문,103,11,2.5,5,3.1,23.2,1,1
서대문,103,24,37.5,62,2.8,25.9,1,1
서대문,103,14,5.5,6.5,5.9,26.6,1,1
서대문,103,15,27,27.5,,,1,1
서대문,103,0,0,0,2.7,24.3,1,1
서대문,103,0,0,0,2.2,25.8,1,1
서대문,103,22,11,19.5,4.1,25.7,1,1
서대문,103,24,11.5,34,3.4,25.9,1,1
서대문,103,17,2.5,8,2.5,23.3,1,1
서대문,103,19,15.5,58.5,4,21.4,1,1
서대문,103,24,9,15,3.7,24,1,1
서대문,103,10,33,60,4.2,26,1,1
서대문,103,14,4.5,12,3.5,25.4,1,1
서대문,103,19,28,97.5,3,23.6,1,1
서대문,103,19,34.5,92.5,3.9,20.6,1,1
서대문,103,22,11.5,59,4.2,23.9,1,1
서대문,103,24,16.5,59,2,23.6,1,1
서대문,103,22,5.5,13,2,22.2,1,1
서대문,103,22,81.5,275.5,4.5,21.3,1,1
서대문,103,22,0.5,0.5,2.4,16.2,1,1
서대문,103,0,0,0,2.7,23.5,0,1
서대문,103,16,7,12,3,22.4,1,1
서대문,103,20,13,42,5.7,21.7,1,1
서대문,103,24,2,10,2.9,19.4,1,1
서대문,103,11,10.5,35,4.3,18.1,1,1
서대문,103,24,10.5,39,5,18.8,1,1
서대문,103,24,3.5,13,5.1,18.7,1,1
서대문,103,2,0.5,0.5,2.5,23.5,1,1
서대문,103,24,37,174,4.2,20.7,1,1
서대문,103,24,23,54,3.2,23.5,1,1
서대문,103,0,0,0,2.4,24.6,1,1
서대문,103,0,0,0,2,24.1,1,1
서대문,103,22,41,115.5,2.6,22.5,1,1
서대문,103,20,15.5,41,3.1,22.2,1,1
서대문,103,24,4.5,10,2.7,22.1,1,1
서대문,103,24,5,14.5,3.4,23.4,1,1
서대문,103,6,10,10,3.8,23.8,1,1
서대문,103,24,9.5,27,3.1,21,1,1
서대문,103,24,21.5,46,3.5,22.8,1,1
서대문,103,24,5.5,29.5,3.9,24.2,1,1
서대문,103,24,8.5,34,3.4,23.6,1,1
서대문,103,23,5.5,13.5,4.2,23.4,1,1
서대문,103,24,15,49,2.7,22.9,1,1
서대문,103,9,52.5,144,6,25.1,1,1
서대문,103,24,53,267,4.2,24,1,1
서대문,103,22,45.5,128.5,4.5,24.5,1,1
서대문,103,24,3.5,7.5,2.2,25.7,1,1
서대문,103,21,15,77,3.5,22.6,0,1
서대문,103,24,46,110,4.1,20.5,1,1
서대문,103,22,81,91,4,25.7,1,1
서대문,103,0,0,0,2.9,24.9,1,1
서대문,103,13,4.5,6.5,3,26.1,1,1
서대문,103,24,20.5,68.5,5,23.5,1,1
서대문,103,0,0,0,3.4,22.3,0,1
서초,33,15,5,25,2.4,25.2,0,1
서초,33,24,24.5,41.5,3.5,25.1,1,1
서초,33,1,5.5,5.5,2,27.9,1,1
서초,33,23,30,45,2.7,26.7,1,1
서초,33,24,32,109,3.6,25.8,1,1
서초,33,6,9,12.5,3.1,27.7,1,1
서초,33,19,43,64,2.8,25.9,1,1
서초,33,24,21.5,62.5,3,26.4,1,1
서초,33,23,61,345.5,3.8,24.6,1,1
서초,33,0,0,0,2.9,26.5,1,1
서초,33,15,27.5,52,5,25.2,1,1
서초,33,22,28,38.5,3.6,27.3,1,1
서초,33,10,3.5,6.5,2.7,25.4,1,1
서초,33,0,0,0,3.6,27.2,1,1
서초,33,0,0,0,,,1,1
서초,33,24,34.5,55,3.8,24.7,1,1
서초,33,0,0,0,2.5,26.5,1,1
서초,33,0,0,0,3.7,26.3,1,1
서초,33,0,0,0,2.5,26.4,1,1
서초,33,21,0.5,0.5,4.2,26.8,0,1
서초,33,11,0.5,0.5,4,26.7,1,1
서초,33,20,2.5,3,2.9,27.9,1,1
서초,33,0,0,0,2.3,30.5,1,1
서초,33,0,0,0,4.7,29.2,1,1
서초,33,20,14,65,3,24.8,1,1
서초,33,24,3.5,16,2.2,25.2,1,1
서초,33,5,1,3,3,27.8,1,1
서초,33,23,19.5,39,4.3,25.8,1,1
서초,33,24,29,154,4.2,23.9,1,1
서초,33,24,41.5,210,3.8,21.4,1,1
서초,33,24,16,62,6.3,21.7,1,1
서초,33,0,0,0,5.4,25.3,1,1
서초,33,20,32,124.5,3.8,26.9,0,1
서초,33,4,2.5,2.5,6,28.6,1,1
서초,33,21,37.5,110.5,3.3,23.6,1,1
서초,33,24,50,202,2.9,22.3,1,1
서초,33,16,0.5,0.5,2.4,26.2,1,1
서초,33,0,0,0,3.1,26.9,1,1
서초,33,22,4.5,11.5,3,22.7,1,1
서초,33,24,1,3,3.2,21.4,1,1
서초,33,23,25.5,152.5,3.6,24.5,0,1
서초,33,0,0,0,3.8,24,1,1
서초,33,3,10,16,2.1,26.4,1,1
서초,33,24,30.5,42.5,3,27.8,1,1
서초,33,0,0,0,2.7,23.8,1,1
서초,33,23,2,6.5,2.4,22.2,1,1
서초,33,12,8,21.5,2,22.8,1,1
서초,33,24,33,77.5,3.5,25.8,1,1
서초,33,18,4,8.5,3,27.2,1,1
서초,33,19,16,66.5,3.6,25.4,1,1
서초,33,16,41.5,131,3.9,23.2,1,1
서초,33,24,1,1,2.9,26.3,1,1
서초,33,0,0,0,2.4,25,1,1
서초,33,14,59,117.5,2.7,22.3,1,1
서초,33,3,1,1,1.6,25,0,1
서초,33,23,26,143,4.5,21.7,1,1
서초,33,3,2.5,3.5,2.5,23.8,1,1
서초,33,24,46.5,204,5.3,24,1,1
서초,33,0,0,0,4.2,24.2,1,1
서초,33,0,0,0,2.8,27.6,1,1
서초,33,17,78.5,261,3.8,21.9,0,1
서초,33,20,0.5,0.5,3.1,17.3,1,1
서초,33,8,33.5,83.5,2.7,26.3,0,1
서초,33,23,86,281,2.7,24.7,1,1
서초,33,0,0,0,3.6,25.8,1,1
서초,33,24,3.5,4.5,3.2,27.4,1,1
서초,33,21,10,41.5,1.9,23.9,0,1
서초,33,24,56.5,162.5,2.7,21.4,1,1
서초,33,21,25.5,32.5,3.3,27.4,1,1
서초,33,0,0,0,1.9,26.2,1,1
서초,33,18,4.5,7.5,1.7,27.8,1,1
서초,33,23,30.5,85.5,4.3,24.8,1,1
서초,33,5,5.5,9.5,2.3,27.5,1,1
서초,33,24,59.5,178.5,4.7,24.3,1,1
서초,33,0,0,0,2.1,26.7,1,1
서초,33,7,32.5,35,2.5,25.5,0,1
서초,33,23,0.5,1,2.9,26.4,1,1
서초,33,15,11,16,2.7,25.4,1,1
서초,33,15,9,20.5,2.6,24.5,1,1
서초,33,24,33.5,156,1.6,24.6,1,1
서초,33,21,4.5,14,4.7,24.8,1,1
서초,33,22,14,23.5,2.8,26.9,1,1
서초,33,22,67,128.5,2.3,27.3,1,1
서초,33,20,20,37.5,2.8,26.2,1,1
서초,33,12,30.5,107.5,2.9,25.1,0,1
서초,33,23,2,3.5,3,24.6,1,1
서초,33,0,0,0,2.3,24.3,1,1
서초,33,13,16,38.5,2.3,22.6,1,1
서초,33,24,34,99.5,3.3,24.5,1,1
서초,33,0,0,0,2.4,24.3,1,1
서초,33,14,1.5,1.5,2.3,25.1,1,1
성동,35,14,8,29,3.3,24.6,0,1
성동,35,24,22,36.5,3.3,25,1,1
성동,35,1,6.5,6.5,2,27.5,1,1
성동,35,24,28.5,77.5,3.2,25.8,1,1
성동,35,24,71,214.5,2.7,25.1,1,1
성동,35,7,44.5,54.5,3.2,26.5,1,1
성동,35,19,30,72,2.5,25.3,1,1
성동,35,24,42.5,93.5,4.4,25.8,1,1
성동,35,24,57.5,332.5,2.5,23.8,1,1
성동,35,0,0,0,2.7,25.8,1,1
성동,35,14,23,39,4.4,24,1,1
성동,35,22,24.5,29,3.6,26.8,1,1
성동,35,10,1,3.5,3.5,24.9,1,1
성동,35,14,0.5,0.5,3.4,26.9,1,1
성동,35,0,0,0,4.4,1.2,1,1
성동,35,24,27.5,48,3.8,24,1,1
성동,35,24,4,7,2.3,25.9,1,1
성동,35,22,0.5,0.5,3.5,25.6,1,1
성동,35,0,0,0,2,26.1,1,1
성동,35,18,64.5,123.5,6.8,26.2,0,1
성동,35,13,3.5,7.5,10.2,27.6,1,1
성동,35,19,21,96.5,7.1,22.9,1,1
성동,35,4,16.5,36.5,4.3,25.4,1,1
성동,35,0,0,0,4.2,26.4,1,1
성동,35,0,0,0,4.4,1.2,1,1
성동,35,10,1.5,4.5,5.4,22.2,1,1
성동,35,24,1,2.5,6.1,20.9,1,1
성동,35,0,0,0,4,24.1,0,1
성동,35,23,1,3.5,3.7,22.4,1,1
성동,35,11,7,21,3.4,22.6,1,1
성동,35,24,56,119.5,4,25.6,1,1
성동,35,18,0.5,1,4,27.5,1,1
성동,35,18,14,62,5.6,25.5,1,1
성동,35,21,56.5,147.5,6,22.9,1,1
성동,35,0,0,0,3.6,26,1,1
성동,35,0,0,0,3.2,25.1,1,1
성동,35,14,27,80,5,22.4,1,1
성동,35,6,1.5,1.5,4,27.1,0,1
성동,35,14,5.5,11,8.5,25,1,1
성동,35,0,0,0,5.1,26.2,1,1
성동,35,23,35,170.5,6.7,24.9,1,1
성동,35,24,9,20.5,5.4,27,1,1
성동,35,0,0,0,5.7,28.8,1,1
성동,35,23,25.5,56.5,8.7,25.2,1,1
성동,35,24,43,242.5,6.4,19.7,1,1
성동,35,24,7,40,3,20.3,1,1
성동,35,24,7,33.5,4.3,20.1,1,1
성동,35,24,0.5,0.5,3.4,23.1,1,1
성동,35,5,2,3,3.8,22.9,1,1
성동,35,24,1.5,3,4.7,23.2,1,1
성동,35,24,7.5,15,5.6,24.7,1,1
성동,35,0,0,0,3.6,25.1,1,1
성동,35,0,0,0,3.9,25.1,1,1
성동,35,1,0.5,0.5,2.5,26.5,1,1
성동,35,24,2,7,2.9,23.2,1,1
성동,35,22,24.5,164,6.2,21.9,1,1
성동,35,24,38,94.5,2.5,22.8,1,1
성동,35,22,12,16.5,3.9,25.7,1,1
성동,35,21,75,259.5,6.9,21.9,0,1
성동,35,0,0,0,4,17.7,1,1
성동,35,8,50.5,133,9,25.4,0,1
성동,35,24,53.5,289.5,6.7,23.6,1,1
성동,35,19,32.5,70.5,5.8,24.8,1,1
성동,35,24,10,12,4.6,26.2,1,1
성동,35,22,68.5,81.5,6.8,26.1,0,1
성동,35,24,12.5,64.5,8,25.4,1,1
성동,35,24,43,180,7.5,25.3,1,1
성동,35,24,15,33,3.5,22.9,1,1
성동,35,0,0,0,6.4,23.2,1,1
성동,35,6,35.5,41,10,22.6,0,1
성동,35,14,2,3,4.6,24,1,1
성동,35,21,0.5,2,5.3,22.3,1,1
성동,35,24,6,11.5,2.5,21.9,1,1
성동,35,0,0,0,2.4,24.7,1,1
성동,35,23,42.5,73,5.5,22.9,1,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성동,35,0,,,,,0,1
성북,129,15,10,40.5,4.1,23.8,0,1
성북,129,24,15.5,27,6,23.9,1,1
성북,129,2,7.5,10,2.4,26.4,1,1
성북,129,24,16,32,3.4,25.5,1,1
성북,129,24,37.5,141.5,3.4,24.7,1,1
성북,129,7,43.5,69,6.5,26,1,1
성북,129,24,84.5,162.5,6.3,24.4,1,1
성북,129,24,38,65.5,5.5,25.4,1,1
성북,129,24,74,359.5,4.3,23.2,1,1
성북,129,0,0,0,3.9,25.2,1,1
성북,129,14,26.5,62.5,6.6,23.4,1,1
성북,129,22,22,40.5,4.6,25.5,1,1
성북,129,11,16,19,3.6,24.2,1,1
성북,129,0,0,0,2.8,25.6,1,1
성북,129,0,0,0,4.1,-0.3,1,1
성북,129,24,43,75.5,4.2,23.5,1,1
성북,129,0,0,0,3.2,25.3,1,1
성북,129,16,2,2.5,3.6,24.2,1,1
성북,129,0,0,0,2.8,24.7,1,1
성북,129,0,0,0,5.2,25.3,0,1
성북,129,20,1.5,1.5,4.4,25,1,1
성북,129,20,26,26.5,3.8,26,1,1
성북,129,0,0,0,3.7,28.6,1,1
성북,129,0,0,0,8.2,27.9,1,1
성북,129,21,14,75.5,5,23.8,1,1
성북,129,24,4.5,10.5,3.4,24.1,1,1
성북,129,5,9,13,5.3,26.4,1,1
성북,129,21,20.5,68,5.8,24.5,1,1
성북,129,24,32.5,194.5,5.1,22.8,1,1
성북,129,24,52,282,6.6,19.9,1,1
성북,129,24,12.5,60,10,20.6,1,1
성북,129,0,0,0,6.6,23.1,1,1
성북,129,18,48,120,5.8,25.6,0,1
성북,129,18,14,42.5,7.7,26.8,1,1
성북,129,24,38,130.5,6.3,22.2,1,1
성북,129,24,51,159,3.6,21.2,1,1
성북,129,2,0.5,0.5,3.3,24.9,1,1
성북,129,0,0,0,4.7,25.3,1,1
성북,129,23,2.5,7,4.2,21.2,1,1
성북,129,24,1.5,3.5,4.2,20.2,1,1
성북,129,23,33,175.5,6.8,23.2,0,1
성북,129,0,0,0,3.3,23,1,1
성북,129,3,15,17,2.9,24.9,1,1
성북,129,0,0,0,3.7,26.5,1,1
성북,129,0,0,0,2.7,22.7,1,1
성북,129,23,1,4,2.6,21.2,1,1
성북,129,11,12.5,38,3.3,21.6,1,1
성북,129,24,58.5,139,3.2,24.8,1,1
성북,129,17,19,19,3.7,26.5,1,1
성북,129,21,15.5,77.5,6,24.7,1,1
성북,129,22,50.5,167.5,5.1,22.6,1,1
성북,129,19,1.5,3,3.8,10.1,1,1
성북,129,0,0,0,2.2,24.2,1,1
성북,129,14,14,69,3.8,21.6,1,1
성북,129,21,18,61,4.2,20.4,0,1
성북,129,24,9,16.5,4.5,21.5,1,1
성북,129,0,0,0,3.6,22.6,1,1
성북,129,6,2,2,4.9,25.7,0,1
성북,129,13,7,14.5,7.8,24.2,1,1
성북,129,22,0.5,0.5,4.5,25,1,1
성북,129,23,51.5,224,6.4,24.4,1,1
성북,129,24,11.5,25.5,5.3,25.5,1,1
성북,129,0,0,0,4.9,27.5,1,1
성북,129,23,32,63.5,8.5,24.4,1,1
성북,129,24,48,225.5,5.7,18.9,1,1
성북,129,24,7.5,41.5,2.9,19.4,1,1
성북,129,24,6,27.5,3.9,19.6,1,1
성북,129,24,1,1,3.5,22.4,1,1
성북,129,3,1.5,2.5,3.7,21.9,1,1
성북,129,24,2,4.5,4.3,22.2,1,1
성북,129,23,3,4.5,4.4,23.9,1,1
성북,129,0,0,0,2.9,23.9,1,1
성북,129,0,0,0,2.9,23.7,1,1
성북,129,0,0,0,2.1,25.1,1,1
성북,129,24,1,3,3.2,22.2,1,1
성북,129,22,32.5,170.5,5.9,21.3,1,1
성북,129,24,19,53,1.9,22.1,1,1
성북,129,22,10,15,3.4,24.9,1,1
성북,129,20,33,54.5,5.5,24.5,0,1
성북,129,0,0,0,3.7,24.8,1,1
성북,129,15,2,2,3.9,25.4,1,1
성북,129,17,11.5,29.5,2.5,23.6,1,1
성북,129,17,19.5,45.5,6.7,25.2,1,1
성북,129,17,28,43,9.1,25.8,1,1
성북,129,22,4.5,7,6.3,27.7,1,1
성북,129,0,0,0,4.3,28.4,1,1
성북,129,14,4.5,9.5,5.9,26.3,1,1
성북,129,19,1,1.5,5.8,27.8,1,1
성북,129,24,6,26.5,6.5,25.8,1,1
성북,129,6,3,3,4.3,26.6,1,1
성북,129,7,4,5,3.1,23.8,0,1
성북,129,24,42,124,5.7,22.6,1,1
성북,129,24,8,22,4,23.2,1,1
성북,129,24,14.5,45,4,22.2,1,1
성북,129,24,11,27,7.1,26.3,1,1
성북,129,23,1,2,5.1,25.6,1,1
성북,129,0,0,0,3.3,25.9,1,1
성북,129,0,0,0,3,26.9,1,1
